Medidor,fecha_inicio,demanda_uni
086FBV,2020-01-07,0
086FBV,2020-01-08,0
086FBV,2020-01-09,0
086FBV,2020-01-10,0
086FBV,2020-01-11,0
086FBV,2020-01-12,0
086FBV,2021-01-01,0.26
086FBV,2021-01-02,0.129
086FBV,2021-01-03,0.322
086FBV,2021-01-04,1.42
086FBV,2021-01-05,1.814
086FBV,2021-01-06,1.537
086FBV,2021-01-07,1.549
086FBV,2021-01-08,1.4
086FBV,2021-01-09,1.387
086FBV,2021-01-10,1.323
086FBV,2021-01-11,1.133
086FBV,2021-01-12,1.095
086FBV,2022-01-01,1.094
086FBV,2022-01-02,1.068
086FBV,2022-01-03,1.229
086FBV,2022-01-04,1.427
086FBV,2022-01-05,1.498
086FBV,2022-01-06,1.466
086FBV,2022-01-07,1.561
086FBV,2022-01-08,1.509
086FBV,25/06/2020,0
091PFY,2018-01-02,1.176
091PFY,2018-01-03,1.963
091PFY,2018-01-04,0.912
091PFY,2018-01-05,0.797
091PFY,2018-01-06,0.673
091PFY,2018-01-07,0.619
091PFY,2018-01-08,0.545
091PFY,2018-01-09,0.605
091PFY,2018-01-10,0.652
091PFY,2018-01-11,0.835
091PFY,2018-01-12,1.007
091PFY,2018-03-01,2.566
091PFY,2019-01-01,0.65
091PFY,2019-01-02,0.617
091PFY,2019-01-03,0.509
091PFY,2019-01-04,0.554
091PFY,2019-01-05,0.55
091PFY,2019-01-06,0.559
091PFY,2019-01-07,0.787
091PFY,2019-01-08,0.647
091PFY,2019-01-09,0.74
091PFY,2019-01-10,0.707
091PFY,2019-01-11,0.469
091PFY,2019-01-12,0.354
091PFY,2020-01-01,0.347
091PFY,2020-01-02,0.412
091PFY,2020-01-03,0.45
091PFY,2020-01-04,2.026
091PFY,2020-01-05,1.326
091PFY,2020-01-06,0.653
091PFY,2020-01-07,0.946
091PFY,2020-01-08,0.495
091PFY,2020-01-09,0.457
091PFY,2020-01-10,0.876
091PFY,2020-01-11,0.943
091PFY,2020-01-12,0.472
091PFY,2021-01-01,1.278
091PFY,2021-01-02,0.839
091PFY,2021-01-03,0.777
091PFY,2021-01-04,0.716
091PFY,2021-01-05,0.605
091PFY,2021-01-06,1.353
091PFY,2021-01-07,1.196
091PFY,2021-01-08,0.351
091PFY,2021-01-09,0.552
091PFY,2021-01-10,0.701
091PFY,2021-01-11,0.546
091PFY,2021-01-12,0.728
091PFY,2022-01-01,0.695
091PFY,2022-01-02,0.653
091PFY,2022-01-03,0.54
091PFY,2022-01-04,0.527
091PFY,2022-01-05,0.629
091PFY,2022-01-06,0.582
091PFY,2022-01-07,0.472
091PFY,2022-01-08,0.553
091PFY,29/12/2017,0
137Y8W,26/01/2017,1.142
137Y8W,26/01/2018,0.176
137Y8W,26/01/2019,0.415
137Y8W,26/01/2020,1.182
137Y8W,26/01/2021,1.024
137Y8W,26/01/2022,0.995
137Y8W,26/02/2017,0.336
137Y8W,26/02/2018,0.308
137Y8W,26/02/2019,1.325
137Y8W,26/02/2020,1.165
137Y8W,26/02/2021,1.02
137Y8W,26/02/2022,1.027
137Y8W,26/03/2017,0.977
137Y8W,26/03/2018,0.307
137Y8W,26/03/2019,0.136
137Y8W,26/03/2020,1.101
137Y8W,26/03/2021,1.271
137Y8W,26/03/2022,0.992
137Y8W,26/04/2017,0.192
137Y8W,26/04/2018,0.251
137Y8W,26/04/2019,0.16
137Y8W,26/04/2020,0.153
137Y8W,26/04/2021,1.198
137Y8W,26/04/2022,0.779
137Y8W,26/05/2017,0.196
137Y8W,26/05/2018,0.242
137Y8W,26/05/2019,0.661
137Y8W,26/05/2020,0.109
137Y8W,26/05/2021,1.22
137Y8W,26/05/2022,1.24
137Y8W,26/06/2017,0
137Y8W,26/06/2018,0.166
137Y8W,26/06/2019,0.712
137Y8W,26/06/2020,0.466
137Y8W,26/06/2021,1.338
137Y8W,26/06/2022,1.701
137Y8W,26/07/2017,0.895
137Y8W,26/07/2018,0.244
137Y8W,26/07/2019,0.973
137Y8W,26/07/2020,1.16
137Y8W,26/07/2021,1.758
137Y8W,26/07/2022,1.124
137Y8W,26/08/2017,0
137Y8W,26/08/2018,0.307
137Y8W,26/08/2019,1.106
137Y8W,26/08/2020,1.082
137Y8W,26/08/2021,1.179
137Y8W,26/09/2017,0
137Y8W,26/09/2018,0.287
137Y8W,26/09/2019,0.994
137Y8W,26/09/2020,1.236
137Y8W,26/09/2021,1.172
137Y8W,26/10/2016,1.19
137Y8W,26/10/2017,0
137Y8W,26/10/2018,0.241
137Y8W,26/10/2019,1.27
137Y8W,26/10/2020,1.295
137Y8W,26/10/2021,1.065
137Y8W,26/11/2016,0.746
137Y8W,26/11/2017,0
137Y8W,26/11/2018,0.222
137Y8W,26/11/2019,1.332
137Y8W,26/11/2020,1.356
137Y8W,26/11/2021,0.904
137Y8W,26/12/2016,1.251
137Y8W,26/12/2017,0.126
137Y8W,26/12/2018,1.131
137Y8W,26/12/2019,1.203
137Y8W,26/12/2020,1.322
137Y8W,26/12/2021,1.06
170E6H,2017-01-10,0.379
170E6H,2017-01-11,0.35
170E6H,2017-01-12,1.081
170E6H,2018-01-01,1.104
170E6H,2018-01-02,1.096
170E6H,2018-01-03,1.196
170E6H,2018-01-04,1.117
170E6H,2018-01-05,0.979
170E6H,2018-01-06,0.324
170E6H,2018-01-07,0.3
170E6H,2018-01-08,0.272
170E6H,2018-01-09,0.33
170E6H,2018-01-10,1.158
170E6H,2018-01-11,1.351
170E6H,2018-01-12,1.361
170E6H,2019-01-01,1.176
170E6H,2019-01-02,1.188
170E6H,2019-01-03,1.163
170E6H,2019-01-04,1.054
170E6H,2019-01-05,1.105
170E6H,2019-01-06,0.612
170E6H,2019-01-07,0.529
170E6H,2019-01-08,0.57
170E6H,2019-01-09,0.542
170E6H,2019-01-10,1.337
170E6H,2019-01-11,2.257
170E6H,2019-01-12,2.272
170E6H,2020-01-01,2.263
170E6H,2020-01-02,2.119
170E6H,2020-01-03,1.997
170E6H,2020-01-04,2.15
170E6H,2020-01-05,1.5
170E6H,2020-01-06,0.591
170E6H,2020-01-07,0.552
170E6H,2020-01-08,0.544
170E6H,2020-01-09,0.592
170E6H,2020-01-10,1.155
170E6H,2020-01-11,1.196
170E6H,2020-01-12,1.68
170E6H,2021-01-01,1.731
170E6H,2021-01-02,1.583
170E6H,2021-01-03,1.14
170E6H,2021-01-04,1.191
170E6H,2021-01-05,0.575
170E6H,2021-01-06,0.533
170E6H,2021-01-07,0.554
170E6H,2021-01-08,0.577
170E6H,2021-01-09,0.595
170E6H,2021-01-10,1.169
170E6H,2021-01-11,1.112
170E6H,2021-01-12,1.111
170E6H,2022-01-01,1.199
170E6H,2022-01-02,1.456
170E6H,2022-01-03,1.252
170E6H,2022-01-04,1.257
170E6H,2022-01-05,1.059
170E6H,2022-01-06,0.551
170E6H,2022-01-07,1.652
170E6H,2022-01-08,2.159
170E6H,19/09/2017,0.012
203VE8,2016-01-12,0.783
203VE8,2017-01-01,1.509
203VE8,2017-01-02,0.628
203VE8,2017-01-03,1.716
203VE8,2017-01-04,1.703
203VE8,2017-01-05,1.837
203VE8,2017-01-06,2.042
203VE8,2017-01-07,1.994
203VE8,2017-01-08,1.944
203VE8,2017-01-09,1.789
203VE8,2017-01-10,0.904
203VE8,2017-01-11,0.911
203VE8,2017-01-12,1.265
203VE8,2018-01-01,2.008
203VE8,2018-01-02,1.149
203VE8,2018-01-03,1.718
203VE8,2018-01-04,1.549
203VE8,2018-01-05,1.962
203VE8,2018-01-06,2.346
203VE8,2018-01-07,2.226
203VE8,2018-01-08,2.155
203VE8,2018-01-09,2.116
203VE8,2018-01-10,1.283
203VE8,2018-01-11,1.238
203VE8,2018-01-12,1.184
203VE8,2019-01-01,1.11
203VE8,2019-01-02,1.054
203VE8,2019-01-03,1.325
203VE8,2019-01-04,1.373
203VE8,2019-01-05,2.164
203VE8,2019-01-06,2.598
203VE8,2019-01-07,2.231
203VE8,2019-01-08,2.505
203VE8,2019-01-09,2.28
203VE8,2019-01-10,2.1
203VE8,2019-01-11,1.297
203VE8,2019-01-12,1.5
203VE8,2020-01-01,0.684
203VE8,2020-01-02,0.869
203VE8,2020-01-03,1.219
203VE8,2020-01-04,1.43
203VE8,2020-01-05,1.866
203VE8,2020-01-06,1.76
203VE8,2020-01-07,2.07
203VE8,2020-01-08,1.865
203VE8,2020-01-09,2.136
203VE8,2020-01-10,0.988
203VE8,2020-01-11,1.365
203VE8,2020-01-12,0.96
203VE8,2021-01-01,1.054
203VE8,2021-01-02,0.885
203VE8,2021-01-03,1.109
203VE8,2021-01-04,1.805
203VE8,2021-01-05,2.158
203VE8,2021-01-06,2.14
203VE8,2021-01-07,2.162
203VE8,2021-01-08,2.126
203VE8,2021-01-09,2.209
203VE8,2021-01-10,2.216
203VE8,2021-01-11,0.94
203VE8,2021-01-12,0.932
203VE8,2022-01-01,1.202
203VE8,2022-01-02,1.075
203VE8,2022-01-03,0.9
203VE8,2022-01-04,1.568
203VE8,2022-01-05,2.121
203VE8,2022-01-06,2.161
203VE8,2022-01-07,2.162
203VE8,2022-01-08,2.05
237VHK,2017-01-06,1.356
237VHK,2017-01-07,1.487
237VHK,2017-01-08,1.493
237VHK,2017-01-09,1.18
237VHK,2017-01-10,1.541
237VHK,2017-01-11,0.606
237VHK,2017-01-12,1.693
237VHK,2018-01-01,1.893
237VHK,2018-01-02,0.781
237VHK,2018-01-03,1.438
237VHK,2018-01-04,1.272
237VHK,2018-01-05,1.556
237VHK,2018-01-06,1.386
237VHK,2018-01-07,1.444
237VHK,2018-01-08,1.461
237VHK,2018-01-09,1.327
237VHK,2018-01-10,1.158
237VHK,2018-01-11,2.391
237VHK,2018-01-12,2.869
237VHK,2019-01-01,3.391
237VHK,2019-01-02,1.841
237VHK,2019-01-03,0.816
237VHK,2019-01-04,0.979
237VHK,2019-01-05,1.315
237VHK,2019-01-06,1.409
237VHK,2019-01-07,1.776
237VHK,2019-01-08,1.516
237VHK,2019-01-09,1.364
237VHK,2019-01-10,1.244
237VHK,2019-01-11,0.752
237VHK,2019-01-12,1.828
237VHK,2020-01-01,1.318
237VHK,2020-01-02,0
237VHK,2020-01-03,0
237VHK,2020-01-04,0
237VHK,2020-01-05,0
237VHK,2020-01-06,0
237VHK,2020-01-07,0
237VHK,2020-01-08,0.743
237VHK,2020-01-09,0.304
237VHK,2020-01-10,2.345
237VHK,2020-01-11,1.81
237VHK,2020-01-12,0.411
237VHK,2021-01-01,0.365
237VHK,2021-01-02,0.313
237VHK,2021-01-03,0
237VHK,2021-01-04,0.273
237VHK,2021-01-05,0.017
237VHK,2021-01-06,0.214
237VHK,2021-01-07,0.737
237VHK,2021-01-08,0.977
237VHK,2021-01-09,0.888
237VHK,2021-01-10,1.094
237VHK,2021-01-11,1.445
237VHK,2021-01-12,1.591
237VHK,2022-01-01,1.734
237VHK,2022-01-02,1.932
237VHK,2022-01-03,0.628
237VHK,2022-01-04,0.746
237VHK,2022-01-05,0.995
237VHK,2022-01-06,1.539
237VHK,2022-01-07,1.611
237VHK,2022-01-08,1.435
237VHK,13/05/2017,1.367
251YML,2020-01-06,0.446
251YML,2020-01-07,0.397
251YML,2020-01-08,0.765
251YML,2020-01-09,1.207
251YML,2020-01-10,1.279
251YML,2020-01-11,1.216
251YML,2020-01-12,1.637
251YML,2021-01-01,1.74
251YML,2021-01-02,1.488
251YML,2021-01-03,1.052
251YML,2021-01-04,1.309
251YML,2021-01-05,1.237
251YML,2021-01-06,1.409
251YML,2021-01-07,1.169
251YML,2021-01-08,1.031
251YML,2021-01-09,1.097
251YML,2021-01-10,1.066
251YML,2021-01-11,1.036
251YML,2021-01-12,0.947
251YML,2022-01-01,1.236
251YML,2022-01-02,1.206
251YML,2022-01-03,0.743
251YML,2022-01-04,0.542
251YML,2022-01-05,0.625
251YML,2022-01-06,0.617
251YML,2022-01-07,0.601
251YML,2022-01-08,0.547
251YML,24/05/2020,0.378
323EPC,21/01/2017,2.419
323EPC,21/01/2019,1.272
323EPC,21/01/2020,1.032
323EPC,21/01/2021,1.158
323EPC,21/01/2022,1.508
323EPC,21/02/2017,2.145
323EPC,21/02/2018,1.373
323EPC,21/02/2019,1.488
323EPC,21/02/2020,0.999
323EPC,21/02/2021,0.973
323EPC,21/02/2022,1.056
323EPC,21/03/2017,1.946
323EPC,21/03/2018,0.221
323EPC,21/03/2019,1.557
323EPC,21/03/2020,1.293
323EPC,21/03/2021,2.303
323EPC,21/03/2022,0.672
323EPC,21/04/2017,1.572
323EPC,21/04/2018,0.116
323EPC,21/04/2019,0
323EPC,21/04/2020,0.656
323EPC,21/04/2021,0.921
323EPC,21/04/2022,1.918
323EPC,21/05/2016,0.912
323EPC,21/05/2017,1.739
323EPC,21/05/2018,0.07
323EPC,21/05/2019,0
323EPC,21/05/2020,0.886
323EPC,21/05/2021,0.376
323EPC,21/05/2022,1.953
323EPC,21/06/2016,0.892
323EPC,21/06/2017,1.645
323EPC,21/06/2018,0.074
323EPC,21/06/2019,0
323EPC,21/06/2020,0.672
323EPC,21/06/2021,0.822
323EPC,21/06/2022,0.462
323EPC,21/07/2016,0.705
323EPC,21/07/2017,2.007
323EPC,21/07/2018,0.098
323EPC,21/07/2019,0
323EPC,21/07/2020,0.637
323EPC,21/07/2021,1.032
323EPC,21/07/2022,0
323EPC,21/08/2016,0.541
323EPC,21/08/2018,0.12
323EPC,21/08/2019,0.577
323EPC,21/08/2020,0.732
323EPC,21/08/2021,0.738
323EPC,21/08/2022,1.141
323EPC,21/09/2016,1.934
323EPC,21/09/2018,0.377
323EPC,21/09/2019,0.684
323EPC,21/09/2020,1.104
323EPC,21/09/2021,0.756
323EPC,21/10/2016,1.686
323EPC,21/10/2018,0.608
323EPC,21/10/2019,0.638
323EPC,21/10/2020,0.961
323EPC,21/10/2021,0.902
323EPC,21/11/2016,1.824
323EPC,21/11/2018,0.644
323EPC,21/11/2019,0.65
323EPC,21/11/2020,1.085
323EPC,21/11/2021,1.103
323EPC,21/12/2016,1.971
323EPC,21/12/2018,1.659
323EPC,21/12/2019,1.577
323EPC,21/12/2020,1.055
323EPC,21/12/2021,2.739
365YJ1,21/01/2018,0
365YJ1,21/01/2019,0
365YJ1,21/01/2020,0
365YJ1,21/01/2021,1.077
365YJ1,21/01/2022,1.44
365YJ1,21/02/2017,0
365YJ1,21/02/2018,0
365YJ1,21/02/2019,0
365YJ1,21/02/2020,0
365YJ1,21/02/2021,0.738
365YJ1,21/02/2022,0.876
365YJ1,21/03/2017,0
365YJ1,21/03/2018,0
365YJ1,21/03/2019,2.083
365YJ1,21/03/2020,0
365YJ1,21/03/2021,0.703
365YJ1,21/03/2022,1.561
365YJ1,21/04/2017,0.014
365YJ1,21/04/2018,1.433
365YJ1,21/04/2019,2.04
365YJ1,21/04/2020,0
365YJ1,21/04/2021,0.884
365YJ1,21/04/2022,2.242
365YJ1,21/05/2017,1.693
365YJ1,21/05/2018,2.244
365YJ1,21/05/2019,1.477
365YJ1,21/05/2020,0
365YJ1,21/05/2021,0.888
365YJ1,21/05/2022,1.869
365YJ1,21/06/2017,2.265
365YJ1,21/06/2018,1.466
365YJ1,21/06/2019,0
365YJ1,21/06/2020,0
365YJ1,21/06/2021,0.98
365YJ1,21/06/2022,1.99
365YJ1,21/07/2017,0
365YJ1,21/07/2018,1.112
365YJ1,21/07/2019,1.2
365YJ1,21/07/2020,0
365YJ1,21/07/2021,0.866
365YJ1,21/07/2022,1.959
365YJ1,21/08/2017,0
365YJ1,21/08/2018,0.969
365YJ1,21/08/2019,0
365YJ1,21/08/2020,0
365YJ1,21/08/2021,0.885
365YJ1,21/08/2022,1.6
365YJ1,21/09/2017,1.625
365YJ1,21/09/2018,1.024
365YJ1,21/09/2019,0
365YJ1,21/09/2020,1.347
365YJ1,21/09/2021,1.117
365YJ1,21/10/2016,0
365YJ1,21/10/2017,1.809
365YJ1,21/10/2018,1.053
365YJ1,21/10/2019,0
365YJ1,21/10/2020,1.482
365YJ1,21/10/2021,0.977
365YJ1,21/11/2016,0
365YJ1,21/11/2018,1.748
365YJ1,21/11/2019,0
365YJ1,21/11/2020,0
365YJ1,21/11/2021,0.963
365YJ1,21/12/2016,0
365YJ1,21/12/2017,0
365YJ1,21/12/2018,1.799
365YJ1,21/12/2019,0
365YJ1,21/12/2020,1.15
365YJ1,21/12/2021,1.187
365YJ1,28/01/2017,0.649
394H5K,2016-01-11,1.084
394H5K,2016-01-12,1.138
394H5K,2017-01-01,1.042
394H5K,2017-01-02,0.998
394H5K,2017-01-03,1.209
394H5K,2017-01-04,1.623
394H5K,2017-01-05,1.548
394H5K,2017-01-06,1.915
394H5K,2017-01-07,2.615
394H5K,2017-01-08,1.686
394H5K,2017-01-09,1.521
394H5K,2017-01-10,1.471
394H5K,2017-01-11,2.224
394H5K,2017-01-12,1.499
394H5K,2018-01-01,1.436
394H5K,2018-01-02,1.344
394H5K,2018-01-03,1.432
394H5K,2018-01-04,1.596
394H5K,2018-01-05,1.656
394H5K,2018-01-06,1.618
394H5K,2018-01-07,1.78
394H5K,2018-01-08,1.6
394H5K,2018-01-09,1.55
394H5K,2018-01-10,1.422
394H5K,2018-01-11,1.217
394H5K,2018-01-12,1.833
394H5K,2019-01-01,1.333
394H5K,2019-01-02,1.219
394H5K,2019-01-03,1.052
394H5K,2019-01-04,1.38
394H5K,2019-01-05,1.469
394H5K,2019-01-06,1.972
394H5K,2019-01-07,1.787
394H5K,2019-01-08,1.656
394H5K,2019-01-09,1.545
394H5K,2019-01-10,1.453
394H5K,2019-01-11,1.334
394H5K,2019-01-12,1.116
394H5K,2020-01-01,1.545
394H5K,2020-01-02,1.321
394H5K,2020-01-03,1.303
394H5K,2020-01-04,1.427
394H5K,2020-01-05,1.616
394H5K,2020-01-06,1.532
394H5K,2020-01-07,1.616
394H5K,2020-01-08,1.66
394H5K,2020-01-09,1.421
394H5K,2020-01-10,0.51
394H5K,2020-01-11,1.091
394H5K,2020-01-12,1.394
394H5K,2021-01-01,1.209
394H5K,2021-01-02,1.553
394H5K,2021-01-03,1.239
394H5K,2021-01-04,1.65
394H5K,2021-01-05,1.61
394H5K,2021-01-06,1.709
394H5K,2021-01-07,1.671
394H5K,2021-01-08,1.6
394H5K,2021-01-09,1.655
394H5K,2021-01-10,1.753
394H5K,2021-01-11,1.186
394H5K,2021-01-12,1.241
394H5K,2022-01-01,1.241
394H5K,2022-01-02,2.335
394H5K,2022-01-03,2.232
394H5K,2022-01-04,1.617
394H5K,2022-01-05,1.724
394H5K,2022-01-06,1.697
394H5K,2022-01-07,1.767
394H5K,2022-01-08,1.816
398G2J,2016-01-11,2.152
398G2J,2016-01-12,1.519
398G2J,2017-01-01,1.091
398G2J,2017-01-02,0.857
398G2J,2017-01-03,2.767
398G2J,2017-01-04,3.202
398G2J,2017-01-05,3.219
398G2J,2017-01-06,3.194
398G2J,2017-01-07,3.089
398G2J,2017-01-08,3.242
398G2J,2017-01-09,2.857
398G2J,2017-01-10,2.729
398G2J,2017-01-11,2.559
398G2J,2017-01-12,1.144
398G2J,2018-01-01,3.073
398G2J,2018-01-02,1.434
398G2J,2018-01-03,2.766
398G2J,2018-01-04,2.259
398G2J,2018-01-05,2.939
398G2J,2018-01-06,3.043
398G2J,2018-01-07,3.372
398G2J,2018-01-08,3.083
398G2J,2018-01-09,2.732
398G2J,2018-01-10,2.647
398G2J,2018-01-11,2.522
398G2J,2018-01-12,1.098
398G2J,2019-01-01,0.944
398G2J,2019-01-02,1.687
398G2J,2019-01-03,2.682
398G2J,2019-01-04,2.772
398G2J,2019-01-05,2.963
398G2J,2019-01-06,3.175
398G2J,2019-01-07,3.126
398G2J,2019-01-08,3.043
398G2J,2019-01-09,2.843
398G2J,2019-01-10,2.927
398G2J,2019-01-11,1.272
398G2J,2019-01-12,0.856
398G2J,2020-01-01,0.825
398G2J,2020-01-02,1.056
398G2J,2020-01-03,2.876
398G2J,2020-01-04,3.134
398G2J,2020-01-05,3.008
398G2J,2020-01-06,2.963
398G2J,2020-01-07,3.161
398G2J,2020-01-08,3.382
398G2J,2020-01-09,3.131
398G2J,2020-01-10,3.007
398G2J,2020-01-11,1.69
398G2J,2020-01-12,1.409
398G2J,2021-01-01,1.002
398G2J,2021-01-02,2.351
398G2J,2021-01-03,2.577
398G2J,2021-01-04,3.202
398G2J,2021-01-05,3.367
398G2J,2021-01-06,3.388
398G2J,2021-01-07,3.255
398G2J,2021-01-08,3.519
398G2J,2021-01-09,3.288
398G2J,2021-01-10,3.088
398G2J,2021-01-11,2.533
398G2J,2021-01-12,1.397
398G2J,2022-01-01,1.249
398G2J,2022-01-02,1.646
398G2J,2022-01-03,2.652
398G2J,2022-01-04,3.097
398G2J,2022-01-05,3.066
398G2J,2022-01-06,3.133
398G2J,2022-01-07,3.115
398G2J,2022-01-08,3.085
398GD4,2016-01-12,1.331
398GD4,2017-01-01,1.413
398GD4,2017-01-02,1.507
398GD4,2017-01-03,1.421
398GD4,2017-01-04,0.778
398GD4,2017-01-05,0.636
398GD4,2017-01-06,0.653
398GD4,2017-01-07,0.602
398GD4,2017-01-08,0.584
398GD4,2017-01-09,0.549
398GD4,2017-01-10,0.629
398GD4,2017-01-11,1.461
398GD4,2017-01-12,2.582
398GD4,2018-01-01,2.542
398GD4,2018-01-02,1.631
398GD4,2018-01-03,1.367
398GD4,2018-01-04,1.508
398GD4,2018-01-05,1.922
398GD4,2018-01-06,1.837
398GD4,2018-01-07,1.975
398GD4,2018-01-08,1.831
398GD4,2018-01-09,1.875
398GD4,2018-01-10,1.805
398GD4,2018-01-11,2.184
398GD4,2018-01-12,1.825
398GD4,2019-01-01,1.425
398GD4,2019-01-02,1.507
398GD4,2019-01-03,1.338
398GD4,2019-01-04,1.319
398GD4,2019-01-05,1.186
398GD4,2019-01-06,0.617
398GD4,2019-01-07,0.71
398GD4,2019-01-08,0.739
398GD4,2019-01-09,0.83
398GD4,2019-01-10,1.279
398GD4,2019-01-11,1.44
398GD4,2019-01-12,1.53
398GD4,2020-01-01,1.512
398GD4,2020-01-02,2.048
398GD4,2020-01-03,1.18
